"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Male","Age (Youth, adults): 15+","2008M02",8.8,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Male","Age (Youth, adults): 15-24","2008M02",18.5,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Male","Age (Youth, adults): 25+","2008M02",7.6,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Female","Age (Youth, adults): 15+","2008M02",9.6,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Female","Age (Youth, adults): 15-24","2008M02",24.9,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Female","Age (Youth, adults): 25+","2008M02",7.9,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Total","Age (Youth, adults): 15+","2008M01",9.2,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Total","Age (Youth, adults): 15-24","2008M01",21.2,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Total","Age (Youth, adults): 25+","2008M01",7.9,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Male","Age (Youth, adults): 15+","2008M01",9,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Male","Age (Youth, adults): 15-24","2008M01",17.7,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Male","Age (Youth, adults): 25+","2008M01",7.9,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Female","Age (Youth, adults): 15+","2008M01",9.6,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Female","Age (Youth, adults): 15-24","2008M01",25.4,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
"Portugal","LFS-ADJ - EU Labour Force Survey adjusted series","Unemployment rate by sex and age (%)","Sex: Female","Age (Youth, adults): 25+","2008M01",7.8,,"Adjustments: Estimation based on labour force survey and registered unemployment figures","Frequency: Monthly","Age coverage - maximum age: 74 years old"
